time	x	y	r_ag	h_ag	r_bg	h_bg	growth	ag_resources	bg_resources	inc_r_ag	inc_h_ag	inc_r_bg	inc_h_bg	w_r_ag	w_h_ag	w_r_bg	w_h_bg
34214400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34300800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34387200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34473600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34560000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34646400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34732800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34819200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34905600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
34992000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35078400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35164800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35251200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35337600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35424000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35510400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35596800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35683200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35769600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35856000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
35942400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36028800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36115200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36201600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36288000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36374400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36460800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36547200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36633600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36720000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36806400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36892800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
36979200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37065600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37152000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37238400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37324800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37411200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37497600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37584000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37670400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37756800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37843200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
37929600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38016000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38102400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38188800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38275200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38361600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38448000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38534400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38620800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38707200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38793600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38880000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
38966400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39052800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39139200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39225600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39312000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39398400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39484800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39571200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39657600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39744000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39830400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
39916800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40003200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40089600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40176000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40262400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40348800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40435200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40521600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40608000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40694400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40780800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40867200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
40953600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41040000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41126400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41212800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41299200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41385600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41472000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41558400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41644800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41731200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41817600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41904000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
41990400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42076800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42163200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42249600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42336000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42422400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42508800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42595200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42681600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42768000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42854400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
42940800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43027200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43113600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43200000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43286400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43372800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43459200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43545600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43632000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43718400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43804800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43891200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
43977600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44064000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44150400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44236800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44323200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44409600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44496000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44582400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44668800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44755200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44841600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
44928000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45014400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45100800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45187200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45273600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45360000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45446400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45532800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45619200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45705600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45792000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45878400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
45964800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46051200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46137600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46224000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46310400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46396800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46483200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46569600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46656000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46742400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46828800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
46915200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47001600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47088000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47174400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47260800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47347200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47433600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47520000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47606400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47692800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47779200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47865600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
47952000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48038400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48124800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48211200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48297600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48384000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48470400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48556800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48643200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48729600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48816000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48902400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
48988800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49075200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49161600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49248000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49334400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49420800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49507200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49593600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49680000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49766400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49852800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
49939200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50025600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50112000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50198400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50284800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50371200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50457600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50544000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50630400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50716800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50803200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50889600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
50976000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51062400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51148800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51235200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51321600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51408000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51494400	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51580800	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51667200	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51753600	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
51840000	10	11	0.372715004	1.480860015	0.241388217	0.561572506	0.034558706	1	1	0	0	0	0	0.14	0.56	0.09	0.21
